Winner_Name, Winner_Items, HP_Remaining, Opponent_Name, Opponent_Items
Quintus Fairfax,Sword,24,Titania Stanhope,Shield
Aurelie Drake,Shield,4,Artemis Llewellyn,Leather Boots
Guinevere Hampton,Sword,8,Daphne Monroe,Shield
Julius Whitfield,Leather Boots,16,Rowena Clayton,Shield
Lyra Merrick,Sword,12,Cressida Merrick,Shield
Cornelius Dunstable,Sword,9,Orlando Ellis,Shield
Rosamund Beauchamp,Sword,7,Valentin Ellis,Shield
Lavinia Manning,Sword,6,Marcus Carlton,Leather Boots
First Name Hazelmere,Leather Boots,3,Evangeline Monroe,Sword
Morgana Somerset,Shield,6,Lysandra Winchester,Sword
Lucian Meriwether,Sword,7,Perseus Beaumont,Shield
Severus Llewellyn,Leather Boots,9,Althea Holloway,Shield
Corbin Mortimer,Shield,13,Lucian Harrington,Sword
Quintus Somerset,Shield,4,Tiberius Blackwell,Sword
Eleanor Dunstable,Shield,20,Gwendolyn Forrester,Leather Boots
Valerius Winslow,Sword,16,Cornelius Chadwick,Leather Boots
Hadrian Rutherford,Shield,11,Cyprian Carlton,Sword
Beatrice Clayton,Shield,6,Cassia Witherspoon,Sword
Severus Carlton,Sword,3,Lavinia Harrington,Leather Boots
Arabella Wycliffe,Leather Boots,8,Rowena Redmond,Shield
Augustus Pendragon,Sword,6,Gaius Last Name,Leather Boots
Hadrian Sheffield,Shield,1,Caius Dunstable,Leather Boots
Lysandra Westbury,Sword,3,Lavinia Huntington,Leather Boots
Cordelia Whitaker,Sword,7,Aurelian Winchester,Leather Boots
Althea Fitzgerald,Sword,19,Aurelia Ellis,Shield
Rowena Fitzgerald,Leather Boots,14,Ambrose Langford,Sword
Junia Westcott,Leather Boots,3,Tiberius Wycliffe,Sword
Septimus Hazelmere,Shield,4,Lysandra Hollingsworth,Leather Boots
Cassius Kingsley,Shield,8,Helena Sanderson,Leather Boots
Aurelian Wycliffe,Sword,28,Elaine Langdon,Leather Boots
Thaddeus Fitzwilliam,Leather Boots,5,Isolde Monroe,Sword
Isadora Hazelmere,Shield,5,First Name Fitzwilliam,Leather Boots
Cassius Mortimer,Leather Boots,17,Lavinia Carleton,Shield
Cassius Devereux,Leather Boots,27,Giselle Monroe,Shield
Isolde Clayton,Sword,21,Marcellus Stratton,Leather Boots
Hadrian Carlyle,Leather Boots,19,Cyprian Addington,Sword
Aurelian Withers,Leather Boots,5,Octavian Sinclair,Sword
Cedric Pendragon,Sword,7,Artemis Fitzgerald,Shield
Theron Pendragon,Leather Boots,10,Amara Whitmore,Sword
Althea Mortimer,Shield,11,Junia Addington,Sword
Gaius Langford,Shield,11,Seraphina Beaumont,Sword
Helena Standish,Shield,19,Maximus Faraday,Sword
Remus Warwick,Sword,6,Constantine Hawthorne,Shield
Octavius Hollingsworth,Shield,2,Benedict Bellingham,Sword
Lysandra Merrick,Leather Boots,24,Hadrian Farleigh,Shield
Titus Langley,Leather Boots,8,Cyprian Langley,Sword
Lysandra Winchester,Leather Boots,2,Leon Fairchild,Sword
Ariadne Last Name,Leather Boots,2,Gawain Cromwell,Sword
Cordelia Faraday,Leather Boots,3,Corbin Harrow,Sword
Leander Pendragon,Shield,12,Lucian Stanhope,Leather Boots
Arabella Devereux,Sword,3,Maximus Carleton,Leather Boots
Lysander Hartley,Leather Boots,13,Perseus Manning,Sword
Elaine Bradbury,Leather Boots,16,Septimus Hartley,Sword
Ambrose Marlowe,Sword,16,Aurelius Hartley,Shield
Briallen Claybourne,Leather Boots,22,Lucian Carleton,Shield
Quintus Pendragon,Leather Boots,5,Seraphina Cromwell,Shield
Cassian Blackwell,Leather Boots,4,Octavius Montgomery,Shield
Giselle Chadwick,Leather Boots,4,Guinevere Warwick,Shield
Rosalind Drake,Sword,1,Octavian Bramblecroft,Leather Boots
Beatrice Monroe,Leather Boots,6,Constantine Fitzwilliam,Shield
Gaius Westcott,Leather Boots,2,Briallen Hartley,Sword
Cyprian Witherspoon,Leather Boots,6,Lysandra Whitfield,Shield
Ginevra Bradford,Leather Boots,15,Thaddeus Channing,Sword
Aveline Whitmore,Leather Boots,6,Quintus Beaumont,Shield
Isolde Monroe,Leather Boots,2,Octavian Dunstan,Sword
Evangeline Blackburn,Leather Boots,11,Lucian Beaumont,Shield
Aveline Pendragon,Leather Boots,24,Hadrian Hollingsworth,Sword
Lucius Wycliffe,Leather Boots,3,Marcus Whitfield,Sword
Elaine Blackwood,Shield,11,First Name Clayton,Leather Boots
Octavius Beauchamp,Shield,12,Cyprian Pendleton,Sword
Rowan Bellingham,Leather Boots,15,Guinevere Wentworth,Sword
Cordelia Wycliffe,Leather Boots,1,Cassian Redcliffe,Sword
Benedict Marlowe,Sword,14,Cordelia Dunstable,Shield
Aveline Sinclair,Shield,8,Cordelia Redmond,Sword
Euphemia Clifford,Sword,7,Corin Winslow,Leather Boots
Briallen Chatham,Leather Boots,6,Leocadia Blackwell,Sword
Ambrose Westcott,Leather Boots,1,Octavian Rutherford,Sword
Maximus Covington,Shield,1,Severus Carlisle,Sword
Octavian Marston,Sword,6,Aurelius Redmond,Shield
Althea Manning,Leather Boots,25,Valerius Merrick,Shield
Lysander Langley,Leather Boots,2,Clementine Chamberlain,Sword
Remus Ashbourne,Shield,12,Severus Forrester,Leather Boots
Valerius Devereux,Shield,12,Leocadia Ashbourne,Leather Boots
Ariadne Whitfield,Shield,13,Seraphina Blackburn,Leather Boots
Caius Sheffield,Shield,5,Percival Carlton,Leather Boots
Seraphina Bannister,Shield,3,Lucinda Standish,Leather Boots
Carl Barlow,Sword,6,Cedric Hampton,Leather Boots
Leocadia Marlowe,Shield,6,Valentin Donovan,Leather Boots
Isolde Stratton,Sword,1,Lysander Windsor,Shield
Augustus Chamberlain,Leather Boots,15,Isolde Hampton,Sword
Thaddeus Barlow,Sword,8,Lucius Windsor,Shield
Aveline Forrester,Sword,12,Leocadia Gresham,Leather Boots
Gaius Winthrop,Shield,10,Valentin Stanhope,Sword
Thaddeus Davenport,Leather Boots,11,Ariadne Wycliffe,Shield
Briallen Langley,Sword,23,Quintus Dunstan,Shield
Thaddeus Kingsley,Leather Boots,1,Junia Fairfax,Shield
Thaddeus Redmond,Leather Boots,3,Lucius Arundel,Shield
Augustus Chamberlain,Sword,8,Rosalind Warwick,Leather Boots
Valerius Carlton,Sword,17,Rowan Forrester,Leather Boots
Ambrose Gresham,Shield,12,Morgana Stratton,Leather Boots
Aurelian Dunstan,Sword,5,Constantine Hollingsworth,Leather Boots
Isadora Huntington,Sword,3,Lucius Redmond,Leather Boots
Julius Bannister,Shield,11,Ambrose Stanhope,Sword
Benedict Hawthorne,Shield,5,Morgana Westminster,Leather Boots
Junia Fairfax,Shield,13,Valerius Hawthorne,Sword
Theron Forrester,Shield,10,Clementine Holloway,Sword
Ariadne Stanhope,Leather Boots,7,Seraphina Carlyle,Sword
Cassian Drake,Leather Boots,3,Cassius Manning,Sword
Clementine Chaucer,Leather Boots,30,Rosamund Rutherford,Sword
Percival Last Name,Sword,5,Isolde Barlow,Shield
Elara Arundel,Sword,6,Orlando Addington,Leather Boots
Isadora Monroe,Sword,3,Artemis Sanderson,Shield
Aveline Bramblecroft,Sword,2,Cordelia Rutherford,Leather Boots
Lavinia Chatham,Shield,16,Marcus Withers,Sword
Guinevere Manning,Sword,18,Hadrian Llewellyn,Shield
Caius Fairfax,Sword,8,Daphne Montgomery,Shield
Corin Standish,Shield,14,Percival Kingsley,Leather Boots
Isolde Addington,Sword,5,Aurelie Ashbourne,Shield
Cressida Witherspoon,Sword,20,Lucian Llewellyn,Leather Boots
Lysandra Holloway,Leather Boots,12,Carl Sanderson,Sword
Lavinia Addington,Sword,4,Lancelot Ashbourne,Leather Boots
Ariadne Sinclair,Leather Boots,10,Briallen Harper,Sword
Gaius Chamberlain,Shield,8,Cassius Withers,Sword
Euphemia Chadwell,Sword,10,Briallen Holloway,Leather Boots
Lancelot Lancaster,Sword,8,Aurelia Wellford,Leather Boots
Octavius Harrington,Leather Boots,1,Evangeline Carlton,Sword
Giselle Hampton,Sword,9,Augustus Stratton,Leather Boots
Althea Pendleton,Sword,19,Lucian Hawthorne,Shield
Cedric Westbury,Sword,3,Morgana Dunstable,Shield
Briallen Chadwick,Sword,9,Hadrian Standish,Shield
Caius Pendleton,Shield,13,Cassius Chaucer,Sword
Eleanor Chamberlain,Leather Boots,7,Isolde Langdon,Sword
Cordelia Addington,Leather Boots,1,Valentin Fairchild,Sword
Lucinda Westminster,Sword,6,Gaius Westcott,Shield
Aurelie Withers,Shield,4,Benedict Clifford,Sword
Evangeline Covington,Shield,38,Rowena Chadwell,Sword
Eleanor Carlisle,Leather Boots,1,Artemis Whitaker,Shield
Althea Westcott,Sword,4,Septimus Addington,Leather Boots
Cassian Arundel,Leather Boots,5,Thaddeus Carlton,Shield
Tiberius Hazelmere,Leather Boots,5,Octavian Harper,Shield
Guinevere Meriwether,Leather Boots,18,Titus Langford,Shield
Cyprian Whitfield,Shield,3,Aurelie Claybourne,Leather Boots
Amara Sanderson,Shield,2,Cedric Donovan,Sword
Theron Ellis,Sword,30,Remus Blackwood,Shield
Rosamund Westminster,Leather Boots,5,Beatrice Langley,Sword
Octavian Sanderson,Leather Boots,1,Giselle Witherspoon,Shield
Felix Wellington,Shield,3,Cordelia Bradford,Leather Boots
Junia Winchester,Shield,10,Cassia Stratford,Sword
Morgana Llewellyn,Leather Boots,5,Morgana Hartley,Sword
Lucius Merrick,Shield,2,Arabella Meriwether,Leather Boots
Thaddeus Harrow,Sword,10,Cyprian Westminster,Shield
Caius Beaumont,Sword,10,Constantine Stanhope,Shield
Cassian Langford,Shield,3,Rowan Wentworth,Sword
Octavian Ellis,Shield,3,Lucinda Winslow,Sword
Isolde Somerset,Shield,12,Cressida Hastings,Leather Boots
Felix Hampton,Leather Boots,12,Caius Carlisle,Sword
Seraphina Sanderson,Shield,9,Valerius Redmond,Sword
Cassian Wellington,Leather Boots,12,Lucian Clayton,Shield
Isadora Mortimer,Shield,1,Lyra Carleton,Leather Boots
Titus Winchester,Leather Boots,12,Evangeline Hartley,Shield
Julius Claybourne,Sword,2,Cyprian Sinclair,Leather Boots
Cornelius Westcott,Leather Boots,1,Octavian Chatham,Shield
Benedict Monroe,Leather Boots,11,Tiberius Westcott,Sword
Aveline Covington,Leather Boots,11,Cassius Devereux,Shield
Aveline Winchester,Sword,8,Caius Wellford,Shield
Ariadne Holloway,Leather Boots,6,Eleanor Stanhope,Sword
Quintus Stanhope,Shield,14,Aurelian Pembroke,Sword
Leon Hazelmere,Sword,3,Caius Winchester,Shield
Valerius Whitmore,Shield,6,Isolde Harper,Leather Boots
Euphemia Fitzwilliam,Shield,18,Lysandra Redcliffe,Sword
Lucius Llewellyn,Shield,1,Amara Whitfield,Leather Boots
Augustus Sinclair,Shield,4,Althea Pembroke,Leather Boots
Quintus Westbury,Shield,7,Aurelian Langdon,Sword
Hadrian Ellis,Sword,5,Tiberius Merrick,Leather Boots
Perseus Addington,Sword,11,Junia Whitaker,Shield
Aurelie Channing,Shield,3,Cassia Redmond,Leather Boots
Constantine Fairfax,Leather Boots,3,Seraphina Windsor,Shield
Perseus Redcliffe,Leather Boots,6,Augustus Channing,Shield
Constantine Carlyle,Leather Boots,5,Clementine Beauchamp,Shield
Eloise Merrick,Leather Boots,6,Gawain Stanhope,Shield
Cassius Wellford,Sword,14,Isadora Lancaster,Shield
Evangeline Mortimer,Sword,14,Quintus Marston,Leather Boots
Cassian Dunstan,Shield,5,Rosalind Rutherford,Sword
Althea Dunstable,Shield,3,Tiberius Somerset,Leather Boots
Beatrice Windsor,Leather Boots,5,Elaine Bannister,Shield
Galen Wentworth,Leather Boots,29,Octavian Pendleton,Sword
Lucius Thornton,Leather Boots,8,Aurelian Davenport,Sword
Cordelia Winslow,Shield,14,Marcellus Whitmore,Leather Boots
Elaine Redcliffe,Sword,8,Elara Blackburn,Shield
Hadrian Chadwell,Leather Boots,4,Aveline Marlowe,Sword
Augustus Blackburn,Sword,9,Valentin Last Name,Shield
Seraphina Hampton,Leather Boots,2,Octavius Dunstable,Shield
First Name Pendragon,Sword,5,Caius Carlton,Shield
Guinevere Winchester,Leather Boots,17,Amara Windsor,Shield
Elowen Carlton,Leather Boots,7,Elara Beauchamp,Sword
Leon Monroe,Shield,6,Septimus Merrick,Sword
Marcellus Chadwick,Shield,6,Quintus Davenport,Leather Boots
Lucinda Marlowe,Shield,18,Lucius Stanhope,Sword
Ariadne Covington,Sword,5,Amara Sheffield,Shield
Octavius Winthrop,Leather Boots,2,Maximus Fairchild,Shield
Cordelia Standish,Leather Boots,8,Cedric Carleton,Shield
Leander Carleton,Sword,6,Elowen Last Name,Shield
Guinevere Stanhope,Sword,8,Remus Beauchamp,Shield
Marcus Winslow,Shield,1,Hadrian Monroe,Leather Boots
Artemis Fitzwilliam,Leather Boots,2,Tiberius Chatham,Shield
Ambrose Stanhope,Shield,6,Ambrose Carlton,Sword
Corbin Hawthorne,Sword,3,Felix Stratton,Leather Boots
Gaius Montgomery,Leather Boots,6,Isadora Bannister,Sword
Lancelot Wentworth,Shield,17,Titania Carlisle,Leather Boots
Lucinda Mortimer,Shield,14,Morgana Montgomery,Leather Boots
Julius Dunstable,Sword,3,Julius Carlisle,Leather Boots
Perseus Fairchild,Shield,14,Elaine Langford,Sword
Rosalind Witherspoon,Leather Boots,17,Quintus Wentworth,Shield
Aurelius Hawthorne,Leather Boots,6,Benedict Hazelmere,Sword
Lucian Carleton,Sword,6,Guinevere Westcott,Shield
Corbin Fitzgerald,Shield,16,Leander Fairchild,Sword
Octavius Blackburn,Sword,6,Artemis Davenport,Shield
Lysander Sinclair,Sword,7,Caius Fairchild,Shield
Rowena Redmond,Shield,4,Octavian Bradford,Sword
Rosalind Carlton,Sword,18,Briallen Holloway,Shield
Clementine Stratford,Sword,26,Orlando Beauchamp,Shield
Leander Harrington,Sword,8,Tiberius Faraday,Shield
Benedict Mortimer,Shield,4,Lyra Dunstan,Sword
Aurelius Westcott,Sword,4,Thaddeus Last Name,Shield
Ginevra Fitzwilliam,Leather Boots,1,Gawain Pembroke,Sword
Remus Ellis,Sword,14,Isolde Stanhope,Leather Boots
Perseus Faraday,Sword,10,Quintus Chamberlain,Shield
Lyra Beauchamp,Sword,3,Rowan Fairfax,Leather Boots
Cassia Harrow,Leather Boots,8,Seraphina Cromwell,Sword
Aurelia Whitfield,Leather Boots,29,Rowan Meriwether,Sword
Aveline Ellis,Leather Boots,12,Isolde Covington,Sword
Leocadia Clayton,Shield,8,Ginevra Cromwell,Sword
Cordelia Chatham,Leather Boots,23,Althea Marlowe,Shield
Rosalind Redmond,Shield,11,Isolde Addington,Leather Boots
Isolde Hawthorne,Sword,16,Theron Fitzwilliam,Leather Boots
Rowan Claybourne,Sword,4,Isolde Ellis,Leather Boots
Artemis Chadwell,Sword,7,Valentin Windsor,Leather Boots
Cassia Faraday,Shield,1,Lucinda Fitzwilliam,Leather Boots
Titania Clifford,Shield,1,Ariadne Holloway,Sword
Lysander Blackwood,Sword,4,Clementine Fairfax,Shield
Guinevere Dunstan,Leather Boots,29,Helena Hampton,Shield
Corbin Manning,Leather Boots,11,Valentin Lancaster,Shield
Eleanor Lancaster,Sword,4,Ginevra Harper,Leather Boots
Elowen Mortimer,Sword,5,Lysander Wentworth,Shield
Morgana Westcott,Leather Boots,26,Seraphina Chadwell,Sword
Cyprian Fitzwilliam,Shield,18,Tiberius Chadwell,Leather Boots
Rosalind Mortimer,Sword,8,Quintus Winchester,Shield
Quintus Ellis,Shield,3,Lyra Last Name,Leather Boots
Galen Carlyle,Leather Boots,12,Evangeline Pendragon,Shield
Aurelie Stratford,Leather Boots,2,Isolde Ellis,Sword
Thaddeus Marlowe,Shield,14,Lyra Barlow,Leather Boots
Guinevere Hampton,Sword,14,Hadrian Blackwood,Leather Boots
Ambrose Langford,Leather Boots,4,Seraphina Carleton,Shield
Percival Wellington,Leather Boots,20,Cedric Llewellyn,Shield
Elaine Sheffield,Sword,1,Beatrice Merrick,Leather Boots
Rowan Dunstable,Shield,7,Ambrose Wentworth,Sword
Ambrose Rutherford,Sword,3,Titus Gresham,Shield
Morgana Fitzwilliam,Leather Boots,4,Althea Monroe,Shield
Valentin Ellis,Shield,5,Octavian Dunstan,Leather Boots
Elaine Langford,Sword,19,Augustus Wellford,Leather Boots
Helena Carleton,Sword,12,Elowen Sanderson,Shield
Lysander Stratton,Sword,3,Tiberius Gresham,Leather Boots
Helena Ellis,Leather Boots,4,Evangeline Llewellyn,Shield
Gwendolyn Hazelmere,Sword,20,Tiberius Somerset,Leather Boots
Elara Somerset,Sword,2,Caius Witherspoon,Leather Boots
Theron Addington,Shield,8,Cornelius Covington,Leather Boots
Lancelot Beauchamp,Leather Boots,7,Cyprian Blackwood,Sword
Cyprian Mortimer,Sword,3,Lucian Meriwether,Shield
Leander Hastings,Shield,10,Giselle Devereux,Leather Boots
Lucian Bradbury,Shield,3,Seraphina Harper,Sword
Percival Stratford,Shield,16,Rosamund Blackwood,Leather Boots
Helena Langford,Sword,10,Amara Fitzwilliam,Leather Boots
Augustus Wentworth,Sword,2,Caius Hollingsworth,Leather Boots
Cordelia Wellford,Leather Boots,16,Elaine Donovan,Sword
Tiberius Hollingsworth,Shield,13,Gwendolyn Hollingsworth,Sword
Ginevra Carlton,Sword,15,Marcus Carlisle,Shield
Cordelia Dunstable,Shield,20,Aurelia Thornton,Leather Boots
Isolde Whitmore,Shield,10,Helena Chamberlain,Leather Boots
Cordelia Arundel,Sword,10,Cordelia Pendragon,Shield
Leander Beauchamp,Leather Boots,5,Althea Llewellyn,Shield
Eloise Bannister,Leather Boots,11,Elara Addington,Sword
Aurelia Harrow,Sword,1,Evangeline Claybourne,Shield
Daphne Thornton,Sword,16,Cassius Fairfax,Leather Boots
Isolde Montgomery,Shield,10,Marcus Warwick,Sword
Julius Monroe,Leather Boots,6,Ambrose Pendragon,Sword
Corin Sinclair,Leather Boots,32,Amara Channing,Sword
Benedict Harrow,Shield,22,Aurelie Chaucer,Leather Boots
Artemis Stratton,Sword,11,Remus Blackburn,Leather Boots
Aurelia Pendleton,Leather Boots,19,Octavius Covington,Shield
Isolde Channing,Shield,1,Caius Bradbury,Sword
Clementine Clifford,Sword,4,Corin Harper,Leather Boots
Lysander Westbury,Shield,24,Corbin Withers,Leather Boots
Cordelia Harper,Shield,14,Marcellus Merrick,Sword
Helena Redmond,Leather Boots,7,Augustus Westcott,Sword
Thaddeus Langley,Shield,17,Quintus Ellis,Sword
Marcus Clifford,Leather Boots,24,Cornelius Sanderson,Shield
Caius Merrick,Sword,4,Daphne Stratford,Shield
Gaius Montgomery,Shield,17,Ginevra Winslow,Leather Boots
Evangeline Dunstan,Leather Boots,22,Thaddeus Chamberlain,Shield
Tiberius Standish,Shield,11,Elara Hampton,Leather Boots
Cassia Wellington,Leather Boots,18,Hadrian Whitmore,Sword
Octavian Redmond,Leather Boots,2,Augustus Faraday,Shield
Helena Chaucer,Leather Boots,6,Titania Clayton,Sword
Briallen Carlisle,Shield,14,Lucius Fitzwilliam,Sword
Tiberius Blackwood,Sword,6,Aurelie Fairchild,Leather Boots
First Name Bellingham,Sword,3,First Name Dunstable,Shield
First Name Donovan,Leather Boots,24,Isolde Ellis,Sword
Corin Langford,Leather Boots,16,Theron Whitaker,Sword
Benedict Standish,Shield,5,Hadrian Wellford,Leather Boots
Ariadne Carlisle,Shield,23,Rosamund Carlyle,Leather Boots
Julius Winthrop,Leather Boots,4,Percival Chatham,Shield
Marcellus Sinclair,Leather Boots,15,Lancelot Marlowe,Sword
Septimus Clifford,Leather Boots,4,Junia Ellis,Sword
Hadrian Withers,Leather Boots,3,First Name Whitfield,Sword
Helena Covington,Leather Boots,1,Maximus Bradbury,Shield
Lucian Ellis,Leather Boots,14,Augustus Langford,Shield
Cressida Windsor,Leather Boots,22,Hadrian Channing,Shield
Tiberius Hartley,Sword,10,Leocadia Chadwick,Shield
Cassian Chadwell,Leather Boots,5,Tiberius Fitzgerald,Shield
Corin Whitmore,Sword,11,Cyprian Somerset,Shield
Evangeline Sheffield,Leather Boots,3,Hadrian Rutherford,Sword
Amara Harper,Shield,4,Lancelot Ellis,Leather Boots
Guinevere Pembroke,Sword,4,Elaine Chadwick,Leather Boots
Thaddeus Langley,Sword,14,Seraphina Manning,Leather Boots
Isolde Pembroke,Sword,6,Galen Hartley,Leather Boots
Orlando Faraday,Shield,15,Corbin Wentworth,Sword
Leander Ashbourne,Leather Boots,12,Eloise Merrick,Shield
Eloise Rutherford,Leather Boots,17,Cornelius Whitfield,Shield
Corin Pendleton,Leather Boots,2,Elaine Ashbourne,Shield
Lyra Meriwether,Leather Boots,8,Maximus Warwick,Shield
Leocadia Windsor,Shield,17,Morgana Sinclair,Sword
Guinevere Dunstan,Leather Boots,10,Severus Pendleton,Sword
Aurelia Claybourne,Leather Boots,11,Aveline Kingsley,Sword
Percival Rutherford,Shield,10,Marcellus Bannister,Sword
Tiberius Hollingsworth,Shield,4,Quintus Hampton,Sword
Guinevere Redcliffe,Leather Boots,18,Cressida Stanhope,Shield
Aurelian Thornton,Sword,11,Giselle Clayton,Shield
Eleanor Monroe,Shield,7,Elaine Wellford,Leather Boots
Leon Lancaster,Shield,2,Perseus Bannister,Sword
Theron Harper,Shield,14,Caius Bannister,Sword
Guinevere Last Name,Sword,3,Gaius Hampton,Shield
Isolde Whitmore,Leather Boots,16,Junia Harrington,Shield
Giselle Ellis,Shield,5,Septimus Wycliffe,Sword
Morgana Whitfield,Sword,2,Augustus Langford,Leather Boots
Augustus Winslow,Leather Boots,17,Cordelia Last Name,Shield
Corin Bradford,Leather Boots,5,Ginevra Westbury,Shield
Arabella Drake,Leather Boots,10,Artemis Claybourne,Sword
Aurelian Carlyle,Sword,5,Evangeline Pembroke,Leather Boots
Orlando Withers,Shield,17,Artemis Fairchild,Leather Boots
Corbin Pendleton,Shield,10,Valerius Fairfax,Sword
Aurelian Fairchild,Leather Boots,1,Marcus Pendleton,Sword
Perseus Harper,Shield,11,Percival Westcott,Leather Boots
Cordelia Westminster,Leather Boots,14,Augustus Montgomery,Sword
Rosamund Bannister,Shield,3,Evangeline Chadwick,Sword
First Name Clifford,Sword,10,Clementine Chadwick,Leather Boots
Augustus Wellford,Shield,3,Gawain Whitaker,Leather Boots
Leander Beauchamp,Shield,3,Lucius Chamberlain,Sword
Isolde Westbury,Sword,1,Cyprian Covington,Shield
Aurelie Whitfield,Leather Boots,2,Cassius Carlyle,Shield
Augustus Bannister,Leather Boots,9,Ginevra Westbury,Sword
Benedict Meriwether,Sword,13,Quintus Chaucer,Leather Boots
Morgana Hawthorne,Sword,4,Constantine Langford,Leather Boots
Leon Langford,Shield,21,Aurelia Redcliffe,Leather Boots
Lancelot Stanhope,Sword,7,Caius Ashbourne,Leather Boots
Constantine Sinclair,Shield,12,Rosamund Pendragon,Sword
Galen Langley,Sword,17,Elara Carlyle,Shield
Amara Donovan,Shield,12,Evangeline Carleton,Leather Boots
First Name Bradbury,Shield,7,Lucian Meriwether,Sword
Perseus Hollingsworth,Sword,12,Marcus Blackburn,Leather Boots
Cornelius Hartley,Sword,13,Caius Whitfield,Shield
Thaddeus Sinclair,Shield,9,Eleanor Chadwell,Sword
Aveline Faraday,Sword,25,Evangeline Whitfield,Shield
Rowan Hollingsworth,Leather Boots,9,Isolde Fitzwilliam,Sword
Valerius Hawthorne,Shield,2,Gawain Monroe,Sword
